Name,player_id,year,player_age,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,b_lob,r_total_caught_stealing,r_total_stolen_base,xba,xslg,woba,xwoba,xobp,xiso,wobacon,xwobacon,xbadiff,xslgdiff,wobadiff,avg_swing_speed,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent,avg_best_speed,avg_hyper_speed,z_swing_percent,z_swing_miss_percent,whiff_percent,swing_percent,n_outs_above_average,sprint_speed
 Lourdes Gurriel Jr.,666971,2023,29,551,592,144,83,35,2,24,103,33,17.4,5.6,0.261,0.463,0.309,0.772,82,230,0,5,0.264,0.439,0.329,0.324,0.313,0.175,0.373,0.367,-0.003,0.024,0.005,69.9,89.7,10.6,35.3,8.4,6.9,46,99.85921213,94.36856067,67.5,11.8,18.7,49.1,2,27.1
 James Outman,681546,2023,26,483,567,120,78,16,3,23,181,68,31.9,12,0.248,0.437,0.353,0.79,70,217,3,16,0.228,0.396,0.344,0.325,0.336,0.167,0.456,0.42,0.02,0.041,0.019,73.4,87.9,15.7,38.2,11.1,3.9,39.9,99.96215915,94.02779845,68.6,26.7,36.6,46,9,28.9
 Hunter Goodman,696100,2023,23,70,77,14,6,4,3,1,24,5,31.2,6.5,0.2,0.386,0.247,0.633,17,34,0,1,0.211,0.354,0.266,0.263,0.257,0.143,0.354,0.35,-0.011,0.032,0.003,75.7,88.7,10.8,27.1,10.4,10.4,43.8,101.7972671,94.96153333,63.9,22.4,38,48.5,0,27.6
 Curtis Mead,678554,2023,22,83,92,21,16,3,1,1,21,7,22.8,7.6,0.253,0.349,0.326,0.675,5,44,0,0,0.223,0.305,0.302,0.273,0.299,0.082,0.346,0.303,0.03,0.044,0.029,71.2,83.5,12.6,29,3.2,6.5,22.6,95.68736742,91.8542029,67.1,16.4,24.6,49,,26.7
 Gabriel Moreno,672515,2023,23,341,380,97,70,19,1,7,75,29,19.7,7.6,0.284,0.408,0.339,0.747,50,154,2,6,0.266,0.387,0.325,0.314,0.326,0.122,0.37,0.356,0.018,0.021,0.011,70.3,89.8,4.2,32.6,4.8,6.2,41.8,99.71982074,94.15603956,57.3,12,19.7,42.4,,27.2
 Luke Raley,670042,2023,28,357,406,89,44,23,3,19,128,28,31.5,6.9,0.249,0.49,0.333,0.823,49,148,3,14,0.225,0.437,0.353,0.327,0.313,0.212,0.477,0.432,0.024,0.053,0.026,75.7,91.1,17.3,29.3,12.9,5.2,45.7,102.6751941,95.67703991,74.8,26.8,38.9,51.8,-3,28.8
 Coco Montes,663796,2023,26,38,41,7,4,2,0,1,12,2,29.3,4.9,0.184,0.316,0.244,0.56,3,18,0,0,0.147,0.229,0.247,0.201,0.209,0.083,0.309,0.236,0.037,0.087,0.046,,82.5,19.8,34.6,3.8,7.7,19.2,93.99420769,91.09872192,80,18.3,28.7,61.7,,27.6
 Jonathan India,663697,2023,26,454,529,111,71,23,0,17,109,52,20.6,9.8,0.244,0.407,0.338,0.745,61,183,2,14,0.252,0.424,0.327,0.339,0.348,0.172,0.356,0.374,-0.008,-0.017,-0.012,71.3,89.5,15.2,37.2,7.7,7.7,38.6,99.67693429,94.0396352,56.9,15.2,22,38.6,,27.8
 Michael Stefanic,683021,2023,27,62,71,18,15,2,1,0,8,8,11.3,11.3,0.29,0.355,0.38,0.735,6,27,1,0,0.244,0.311,0.332,0.298,0.34,0.067,0.32,0.275,0.046,0.044,0.034,64.5,87.9,7.3,38.9,0,1.9,22.2,95.23683778,91.85215528,64.3,4.9,7,39.5,,26
 Ke'Bryan Hayes,663647,2023,26,494,525,134,81,31,7,15,104,28,19.8,5.3,0.271,0.453,0.309,0.762,61,194,6,10,0.27,0.436,0.324,0.321,0.309,0.166,0.384,0.38,0.001,0.017,0.003,72.3,92.2,13.2,34.1,7.4,9.9,48.3,101.6732636,95.45084632,61,10.7,21.2,45.6,,27.1
 Trey Mancini III,641820,2023,31,235,263,55,39,12,0,4,78,21,29.7,8,0.234,0.336,0.299,0.635,28,115,0,0,0.213,0.329,0.28,0.272,0.283,0.116,0.359,0.346,0.021,0.007,0.008,72.6,88.9,12.3,32.5,3.8,8.8,40.6,99.88754188,94.13918107,68.6,24.4,32.7,49.5,,25.4
 Andrew Velazquez,623205,2023,28,81,94,14,9,3,0,2,30,10,31.9,10.6,0.173,0.284,0.264,0.548,3,40,3,13,0.146,0.231,0.249,0.222,0.245,0.085,0.307,0.263,0.027,0.053,0.027,69.9,87.7,8.9,27.8,3.7,3.7,24,96.83193143,92.41596571,81.9,30.3,35.5,55.8,,28.4
 Luke Maile,571912,2023,32,179,199,42,26,10,0,6,49,14,24.6,7,0.235,0.391,0.308,0.699,25,90,1,2,0.234,0.416,0.307,0.315,0.307,0.183,0.365,0.377,0.001,-0.025,-0.008,68.3,87.7,14.7,37.4,10.7,6.1,33.6,98.523024,93.38239116,63.5,20.4,26,44.6,,26
 Jordan Walker,691023,2023,21,420,465,116,79,19,2,16,104,37,22.4,8,0.276,0.445,0.342,0.787,51,202,4,7,0.267,0.426,0.341,0.332,0.335,0.159,0.404,0.39,0.009,0.019,0.009,74.9,89.4,10.2,33.6,7.5,7.9,42.5,101.8840023,95.1055089,72.4,18.7,30,51.6,-13,28.5
 Mike Trout,545361,2023,31,308,362,81,48,14,1,18,104,45,28.7,12.4,0.263,0.49,0.367,0.857,44,132,0,2,0.275,0.523,0.368,0.389,0.38,0.248,0.473,0.51,-0.012,-0.033,-0.021,72.9,91.9,19.3,38.3,16,5.8,51.9,104.231781,96.66697587,69.8,24.1,29.3,44.4,4,29.5
 Ildemaro Vargas,545121,2023,31,262,286,66,47,13,2,4,20,19,7,6.6,0.252,0.363,0.304,0.667,31,110,1,1,0.265,0.368,0.292,0.303,0.317,0.103,0.283,0.295,-0.013,-0.005,-0.011,69.5,87.1,4.1,26,2.4,4.1,31.3,97.15694815,92.57847408,60.5,7.3,12.6,45.9,,27
 Samad Taylor,669392,2023,24,60,69,12,9,2,1,0,22,7,31.9,10.1,0.2,0.267,0.279,0.546,4,14,0,8,0.196,0.349,0.248,0.274,0.278,0.153,0.308,0.355,0.004,-0.082,-0.026,69.7,87.5,8.7,35,10,5,22.5,95.34350684,91.83521676,68.2,24.8,31.6,49,0,29.1
 Pablo Reyes,622569,2023,29,167,185,48,37,9,0,2,21,14,11.4,7.6,0.287,0.377,0.339,0.716,20,67,2,7,0.265,0.393,0.315,0.31,0.319,0.128,0.323,0.317,0.022,-0.016,0.005,69.4,88.1,14.7,34,4,8.7,36,98.74557712,93.45155317,62,11.9,14.9,41.7,,27.9
 Nick Gonzales,693304,2023,24,115,128,24,13,8,1,2,36,6,28.1,4.7,0.209,0.348,0.268,0.616,13,50,1,0,0.201,0.313,0.268,0.257,0.264,0.112,0.333,0.316,0.008,0.035,0.011,68.7,85.5,8.7,26.8,3.7,2.4,26.8,95.85752756,91.98471963,76,23.3,32.4,52.6,,28.8
 Osleivis Basabe,678545,2023,22,87,94,19,13,5,0,1,25,6,26.6,6.4,0.218,0.31,0.277,0.587,12,44,1,0,0.213,0.307,0.262,0.258,0.271,0.094,0.318,0.313,0.005,0.003,0.004,70.7,88.4,-2.3,29,3.2,6.5,37.1,98.37454323,93.37467484,75.6,17.6,24.9,56.1,,28.6
 Kyle Farmer,571657,2023,32,336,369,86,59,14,2,11,86,23,23.3,6.2,0.256,0.408,0.317,0.725,46,153,4,2,0.252,0.405,0.316,0.313,0.314,0.154,0.376,0.373,0.004,0.003,0.003,66.6,86.4,13.2,36.1,6.7,5.6,32.9,97.41625175,92.78526661,62.7,13,23.2,47.7,,26.5
 Sam Haggerty,664059,2023,29,91,108,23,18,3,1,1,17,15,15.7,13.9,0.253,0.341,0.364,0.705,5,34,1,10,0.266,0.329,0.321,0.324,0.376,0.062,0.313,0.318,-0.013,0.012,-0.003,69.3,85.9,12.1,32,1.3,1.3,26.7,96.15900973,92.08252581,73,15.1,21.6,48.2,-3,29.2
 Sean Bouchard,656248,2023,27,38,43,12,6,2,0,4,14,4,32.6,9.3,0.316,0.684,0.372,1.056,7,16,1,0,0.239,0.525,0.432,0.372,0.319,0.286,0.632,0.528,0.077,0.159,0.06,71.3,91,7.8,44,20,12,44,100.3035715,95.1290384,62.2,10.9,30.6,44.4,1,27.3
 Travis d'Arnaud,518595,2023,34,267,292,60,36,13,0,11,67,21,22.9,7.2,0.225,0.397,0.288,0.685,39,145,0,0,0.253,0.438,0.297,0.326,0.315,0.185,0.348,0.391,-0.028,-0.041,-0.029,72.3,90.7,10.3,37.8,9,10.9,42.8,101.038586,94.8353646,75.2,23.7,28.6,52,,26.1
 Patrick Bailey,672275,2023,24,326,353,76,50,18,1,7,100,21,28.3,5.9,0.233,0.359,0.285,0.644,48,153,0,1,0.249,0.42,0.282,0.313,0.302,0.171,0.362,0.41,-0.016,-0.061,-0.031,70,88.7,10.2,36.2,10,4.4,38.4,99.38526983,93.89063291,65,18.1,26.2,46.5,,26.2
 Dalton Guthrie,656495,2023,27,24,28,4,3,1,0,0,7,3,25,10.7,0.167,0.208,0.286,0.494,0,7,0,0,0.198,0.289,0.239,0.281,0.312,0.091,0.229,0.297,-0.031,-0.081,-0.042,,85.5,25.5,47.1,0,17.6,29.4,95.34626,91.93290941,68.6,22.9,31.6,50.4,1,28.6
 Cristian Pache,665506,2023,24,84,95,20,10,7,1,2,27,10,28.4,10.5,0.238,0.417,0.319,0.736,11,46,3,2,0.244,0.392,0.32,0.315,0.324,0.148,0.405,0.398,-0.006,0.025,0.005,70,89.9,8.6,39.7,6.9,5.2,44.8,100.5630919,94.81434148,69.1,30.3,35.2,47.6,4,27.8
 Dylan Carlson,666185,2023,24,219,255,48,34,8,1,5,49,26,19.2,10.2,0.219,0.333,0.318,0.651,27,101,0,3,0.237,0.381,0.293,0.318,0.334,0.144,0.298,0.335,-0.018,-0.048,-0.025,69.9,89.3,15,34.1,5.8,8.1,37.6,98.39356733,93.35765994,68,17.5,22.6,46,2,27.6
 Michael Harris II,671739,2023,22,505,539,148,94,33,3,18,101,25,18.7,4.6,0.293,0.477,0.331,0.808,57,208,4,20,0.304,0.49,0.345,0.357,0.342,0.186,0.405,0.421,-0.011,-0.013,-0.012,73.7,90.9,7.6,34.6,10,5.9,48.5,103.5867895,96.13149661,68.2,17.8,24.4,52.9,6,28.8
 Rowdy Tellez,642133,2023,28,311,351,67,44,9,1,13,86,35,24.5,10,0.215,0.376,0.291,0.667,47,146,0,0,0.238,0.374,0.288,0.306,0.315,0.136,0.338,0.365,-0.023,0.002,-0.018,74.5,89.9,15.2,35.7,8.7,7.8,40.4,101.1620978,94.89291707,52.9,14.6,21.9,38.5,,23.5
 Leody Taveras,665750,2023,24,511,554,136,88,31,3,14,117,35,21.1,6.3,0.266,0.421,0.312,0.733,67,251,4,14,0.27,0.407,0.316,0.319,0.32,0.136,0.374,0.379,-0.004,0.014,-0.003,71.3,90.1,10.2,35.2,7.2,5.5,43.1,100.5928176,94.51412085,70.9,16,24.2,49.4,7,29.1
 Rob Refsnyder,608701,2023,32,202,243,50,39,9,1,1,47,33,19.3,13.6,0.248,0.317,0.365,0.682,28,91,2,7,0.261,0.384,0.314,0.342,0.378,0.123,0.315,0.358,-0.013,-0.067,-0.028,72.9,87.7,11.9,42,3.8,7,34.4,98.41148221,93.31319046,61.1,19.6,23.1,40.1,-3,27.1
 Donovan Solano,456781,2023,35,394,450,111,79,26,1,5,100,40,22.2,8.9,0.282,0.391,0.369,0.76,38,130,0,0,0.284,0.429,0.338,0.351,0.371,0.145,0.385,0.406,-0.002,-0.038,-0.013,68.1,90.2,13.1,43.1,6.1,8.1,43.7,100.1029357,94.47530698,64.9,16.2,25.4,47.4,,25.4
 Tyler Nevin,663527,2023,26,95,111,19,13,3,1,2,25,12,22.5,10.8,0.2,0.316,0.306,0.622,10,56,1,0,0.215,0.365,0.282,0.305,0.32,0.15,0.293,0.329,-0.015,-0.049,-0.023,67.2,89.3,13.7,26.8,7,5.6,38,98.36096306,93.49842113,69,17,22.7,46.6,,25.7
 Santiago Espinal,669289,2023,28,230,254,57,41,14,0,2,36,18,14.2,7.1,0.248,0.335,0.31,0.645,25,115,1,2,0.256,0.336,0.285,0.293,0.319,0.08,0.295,0.305,-0.008,-0.001,-0.008,69.2,87,11.4,33,1,5.1,29.4,96.25887546,92.13112485,63.7,11.5,17.6,44.3,,26.9
 Joey Wendle,621563,2023,33,297,318,63,42,16,3,2,67,13,21.1,4.1,0.212,0.306,0.248,0.554,20,122,1,7,0.233,0.326,0.242,0.263,0.27,0.093,0.282,0.31,-0.021,-0.02,-0.021,68.3,89.2,3.8,31.8,3.4,5.1,39.4,97.96620879,93.35477758,62.5,15,25,47.7,,27.8
 Franmil Reyes,614177,2023,27,59,65,11,9,0,0,2,24,4,36.9,6.2,0.186,0.288,0.231,0.519,7,31,0,0,0.176,0.34,0.227,0.263,0.233,0.164,0.323,0.386,0.01,-0.052,-0.036,,93,-2.1,27,16.2,2.7,43.2,103.7429063,96.44853865,71.3,23.7,35.2,48.5,,26.5
 Cody Bellinger,641355,2023,27,499,556,153,97,29,1,26,87,40,15.6,7.2,0.307,0.525,0.356,0.881,97,221,6,20,0.268,0.434,0.37,0.327,0.326,0.165,0.414,0.357,0.039,0.091,0.043,70,87.9,17.2,38,6.1,5.4,31.4,97.66154406,92.87437239,67.8,15,20.1,49.9,2,28.3
 Hunter Renfroe,592669,2023,31,498,548,116,65,31,0,20,125,44,22.8,8,0.233,0.416,0.297,0.713,60,249,0,0,0.225,0.366,0.308,0.289,0.291,0.141,0.362,0.334,0.008,0.05,0.019,74.7,88.3,15,29.5,6.1,6.9,39.1,100.508779,94.37524563,70.6,18.1,26.4,50.8,-4,26.8
 Forrest Wall,657088,2023,27,13,15,6,3,2,0,1,4,2,26.7,13.3,0.462,0.846,0.533,1.379,2,3,1,5,0.147,0.216,0.569,0.224,0.26,0.069,0.793,0.219,0.315,0.63,0.345,64.9,82.1,16.4,11.1,0,11.1,22.2,90.644584,90.72688667,55.6,15,12.9,43.7,,28.2
 Corey Julks,667452,2023,27,298,323,73,53,14,0,6,75,22,23.2,6.8,0.245,0.352,0.297,0.649,33,132,3,15,0.248,0.373,0.286,0.295,0.301,0.124,0.339,0.353,-0.003,-0.021,-0.009,71.4,87.9,17,36,4.9,5.3,36,98.70410241,93.4069246,62.5,18,25.4,45.8,0,28.4
 Dominic Fletcher,666150,2023,25,93,102,28,20,5,1,2,22,7,21.6,6.9,0.301,0.441,0.35,0.791,14,36,2,0,0.225,0.328,0.34,0.263,0.279,0.104,0.415,0.309,0.076,0.113,0.077,,89.7,8.5,38.4,4.1,8.2,39.7,98.57665222,93.73065085,64.9,13,21.1,50,2,26.4
 Connor Joe,656582,2023,30,413,472,102,56,31,4,11,110,50,23.3,10.6,0.247,0.421,0.339,0.76,42,195,5,3,0.248,0.404,0.332,0.329,0.34,0.155,0.383,0.377,-0.001,0.017,0.003,73.8,88.9,16.7,37.2,8.2,5.6,41.8,100.0155485,94.24981581,59.1,17.3,23.6,39.5,1,27.1
 Jason Vosler,613564,2023,29,62,65,10,4,2,1,3,25,3,38.5,4.6,0.161,0.371,0.2,0.571,10,30,0,0,0.151,0.294,0.241,0.211,0.19,0.143,0.368,0.314,0.01,0.077,0.03,,86,25.8,29.7,8.1,10.8,21.6,95.81431632,92.05862973,71.1,30.2,37.7,50.2,,26
 Julio Rodríguez,677594,2023,22,654,714,180,109,37,2,32,175,47,24.5,6.6,0.275,0.485,0.333,0.818,103,272,10,37,0.274,0.475,0.347,0.345,0.332,0.201,0.436,0.431,0.001,0.01,0.002,77.2,92.7,8.5,31.8,11.9,7.3,52,104.0822877,96.81236642,72.1,16.7,28.3,53.9,11,29.6
 Mitch Haniger,571745,2023,32,211,229,44,24,13,1,6,65,15,28.4,6.6,0.209,0.365,0.266,0.631,28,107,0,1,0.242,0.433,0.274,0.313,0.297,0.192,0.347,0.407,-0.033,-0.068,-0.039,71.9,91,15.9,36.7,10.9,7.5,46.9,100.7976041,94.93492973,64.1,19.2,27.8,45.8,-3,26.7
 Alan Trejo,676701,2023,27,207,227,48,33,11,0,4,51,16,22.5,7,0.232,0.343,0.288,0.631,26,93,1,5,0.233,0.334,0.277,0.276,0.29,0.101,0.322,0.32,-0.001,0.009,0.001,67.8,85.5,14.6,36.5,4.4,6.3,22.6,94.83073456,91.44044452,69.8,14.4,21.9,50.6,,26.4
 Adam Duvall,594807,2023,34,320,353,79,32,24,2,21,110,22,31.2,6.2,0.247,0.531,0.303,0.834,58,161,0,4,0.21,0.436,0.347,0.304,0.273,0.226,0.481,0.41,0.037,0.095,0.043,72.2,88.8,28.9,33,13,5.6,39.1,100.0724911,94.16180075,63.8,21.2,31,48.3,-3,27.6
 Elvis Andrus,462101,2023,34,374,406,94,67,20,1,6,71,25,17.5,6.2,0.251,0.358,0.304,0.662,44,137,4,12,0.231,0.313,0.29,0.267,0.286,0.082,0.32,0.29,0.02,0.045,0.023,68.4,87.5,5.5,28.1,2.6,4.9,31,97.85972974,92.97893844,61.4,11.9,20.1,45,,26.5
 Eric Hosmer,543333,2023,33,94,100,22,17,3,0,2,25,6,25,6,0.234,0.33,0.28,0.61,14,41,0,0,0.203,0.308,0.269,0.247,0.251,0.106,0.33,0.297,0.031,0.022,0.022,,85.1,3.4,23.2,5.8,0,34.8,98.408715,93.22149618,65.7,20.9,23.6,52.1,,25
 Joey Bart,663698,2023,26,87,95,18,13,5,0,0,23,3,24.2,3.2,0.207,0.264,0.263,0.527,5,36,0,0,0.194,0.283,0.239,0.245,0.258,0.089,0.272,0.282,0.013,-0.019,-0.006,73.6,86.2,15.4,23.1,6.2,6.2,26.2,96.91020688,92.56197413,68.9,19.7,28.2,48.6,,26.5
 Josh Harrison,543281,2023,35,103,114,21,16,3,0,2,20,3,17.5,2.6,0.204,0.291,0.263,0.554,10,37,0,0,0.228,0.323,0.248,0.278,0.294,0.095,0.257,0.298,-0.024,-0.032,-0.03,68.3,86.6,10.7,30.6,2.4,4.7,25.9,95.64006814,91.87313224,67.7,20.4,21.9,51.3,,26.5
 Heston Kjerstad,677008,2023,24,30,33,7,4,1,0,2,10,2,30.3,6.1,0.233,0.467,0.281,0.748,3,6,0,0,0.268,0.551,0.318,0.363,0.313,0.283,0.439,0.512,-0.035,-0.084,-0.045,72.9,92.3,19.3,45,20,15,55,102.058443,95.872824,58.3,20,36.2,46.8,,27.9
 Bubba Thompson,669352,2023,25,53,60,9,4,4,1,0,16,4,26.7,6.7,0.17,0.283,0.237,0.52,4,29,2,4,0.175,0.253,0.23,0.226,0.244,0.078,0.265,0.259,-0.005,0.03,0.004,,82.1,3.6,23.1,2.6,5.1,23.1,94.90847824,91.57721939,74.8,35.1,38.3,52.3,-1,30.2
 Taylor Walls,670764,2023,26,303,349,61,39,12,2,8,92,44,26.4,12.6,0.201,0.333,0.305,0.638,36,137,1,22,0.2,0.295,0.287,0.274,0.303,0.095,0.325,0.304,0.001,0.038,0.013,69.3,86.7,19.1,32.1,3.3,5.7,28.8,95.82587276,91.91812643,65.6,21.6,27.2,43,,28.2
 Randal Grichuk,545341,2023,31,434,471,116,67,31,2,16,96,29,20.4,6.2,0.267,0.459,0.321,0.78,44,187,2,2,0.263,0.425,0.333,0.323,0.319,0.162,0.391,0.377,0.004,0.034,0.01,74.5,89.6,14,35,7.1,8.8,45.3,101.4900952,95.07464777,67,14.3,26.7,50.1,-6,27.4
 Jake Alu,666906,2023,26,159,175,36,31,2,1,2,42,10,24,5.7,0.226,0.289,0.282,0.571,16,73,1,5,0.242,0.339,0.256,0.283,0.298,0.097,0.298,0.338,-0.016,-0.05,-0.027,67.8,88.6,5.1,35.8,2.5,5.8,33.3,97.48126085,92.79926094,66,20.3,26.5,50,0,28.1
 Yordan Alvarez,670541,2023,26,410,496,120,64,24,1,31,92,69,18.5,13.9,0.293,0.583,0.407,0.99,97,179,0,0,0.297,0.623,0.415,0.435,0.414,0.326,0.466,0.497,-0.004,-0.04,-0.02,76.7,93.3,17.1,35.7,18,7.1,52.2,104.6293189,96.97765834,64.7,13.3,22.4,43.7,-2,26.3
 Jake Cronenworth,630105,2023,29,458,522,105,64,24,7,10,97,46,18.6,8.8,0.229,0.378,0.312,0.69,48,199,1,6,0.238,0.37,0.301,0.305,0.321,0.131,0.321,0.327,-0.009,0.008,-0.004,68.3,87.4,15.2,35.7,4.4,8.4,33.2,97.73147257,92.91709342,67.1,9.4,16,47.6,,28.3
 Tommy La Stella,600303,2023,34,21,24,4,3,1,0,0,5,3,20.8,12.5,0.19,0.238,0.292,0.53,2,12,0,0,0.184,0.232,0.249,0.244,0.286,0.049,0.243,0.236,0.006,0.006,0.005,,86.6,19.2,25,0,0,12.5,93.6325,90.81729938,49,20,25,38.5,,24.1
 Steven Kwan,680757,2023,25,638,718,171,123,36,7,5,75,70,10.4,9.7,0.268,0.37,0.34,0.71,54,196,3,21,0.282,0.358,0.313,0.317,0.353,0.076,0.306,0.311,-0.014,0.012,-0.004,64.1,86,10.7,37.7,1.1,2.8,18.8,94.06340932,91.0317382,59,6,11.2,41.2,7,28.1
 Jordan Lawlar,691783,2023,20,31,34,4,4,0,0,0,11,2,32.4,5.9,0.129,0.129,0.206,0.335,0,15,1,1,0.14,0.18,0.166,0.189,0.216,0.04,0.177,0.216,-0.011,-0.051,-0.023,68.6,77.8,13.9,15,0,0,5,84.847072,88.62734684,70.6,25,32.3,46.3,,30
 Alejandro Kirk,672386,2023,24,372,422,93,69,16,0,8,45,42,10.7,10,0.25,0.358,0.334,0.692,43,174,0,0,0.256,0.386,0.308,0.32,0.34,0.131,0.294,0.31,-0.006,-0.028,-0.012,70.1,87.6,6.3,31.9,5.2,5.5,38.3,98.52371232,93.31390554,57.4,7.5,12.8,41.6,,23.7
 Riley Adams,656180,2023,27,143,158,39,20,13,2,4,45,11,28.5,7,0.273,0.476,0.331,0.807,21,61,0,0,0.224,0.35,0.344,0.281,0.287,0.126,0.454,0.353,0.049,0.126,0.063,75.2,89.9,18.1,42,5,12,41,101.2133664,94.80910202,71.2,17.7,28.3,52.9,,26.2
 Lawrence Butler,671732,2023,22,123,129,26,18,4,0,4,35,4,27.1,3.1,0.211,0.341,0.24,0.581,10,51,0,0,0.232,0.419,0.251,0.289,0.26,0.187,0.324,0.38,-0.021,-0.078,-0.038,74.1,88.3,16.2,24.7,9,5.6,37.1,100.1266916,94.13908364,65.4,19.7,29.7,47.8,0,27.4
 Yandy Díaz,650490,2023,31,525,600,173,116,35,0,22,94,65,15.7,10.8,0.33,0.522,0.41,0.932,78,144,1,0,0.305,0.487,0.402,0.383,0.391,0.182,0.439,0.413,0.025,0.035,0.019,73.8,93.4,5.7,30.5,9.5,6.5,54,104.2851777,97.07456875,65.5,11.9,18.4,42.6,,26.6
 Alec Burleson,676475,2023,24,315,347,77,48,20,1,8,45,23,13,6.6,0.244,0.39,0.3,0.69,36,144,1,3,0.277,0.449,0.3,0.337,0.331,0.173,0.312,0.359,-0.033,-0.059,-0.037,70.4,89.9,12.4,36.6,5.9,8.4,41,99.93180619,94.38191757,71.5,11.7,17.7,52,-7,25.6
 Andruw Monasterio,655316,2023,26,282,315,73,55,14,1,3,66,28,21,8.9,0.259,0.348,0.33,0.678,27,126,2,7,0.248,0.373,0.302,0.308,0.322,0.125,0.337,0.346,0.011,-0.025,-0.006,67.1,88.8,17.7,41.3,5.5,5.5,33.5,97.11321752,92.68777912,61,15.8,21.7,42.1,,28
 Travis Blankenhorn,663905,2023,26,31,37,5,4,0,0,1,6,6,16.2,16.2,0.161,0.258,0.297,0.555,1,7,0,0,0.225,0.361,0.262,0.322,0.351,0.136,0.221,0.309,-0.064,-0.103,-0.06,73.6,92.3,6.1,24,4,8,52,100.7296108,95.428808,66.1,20.5,31.7,44.1,,25.5
 Jacob Stallings,607732,2023,33,241,276,46,29,14,0,3,67,27,24.3,9.8,0.191,0.286,0.278,0.564,20,106,0,0,0.193,0.302,0.256,0.262,0.281,0.109,0.279,0.288,-0.002,-0.016,-0.006,67.2,89.7,9.1,28.5,5.6,5.6,40.2,98.7488907,93.71020678,59.4,12.8,22.8,40.9,,23.6
 Nolan Gorman,669357,2023,23,406,464,96,52,17,0,27,148,53,31.9,11.4,0.236,0.478,0.328,0.806,76,208,2,7,0.237,0.498,0.345,0.354,0.33,0.261,0.466,0.484,-0.001,-0.02,-0.009,74,91,22.2,38.8,16.5,7.3,48.5,102.0105861,95.53733521,72.9,28,35.6,49,,26.5
 Starling Marte,516782,2023,34,315,341,78,65,7,1,5,69,16,20.2,4.7,0.248,0.324,0.301,0.625,28,137,4,24,0.261,0.402,0.278,0.312,0.314,0.141,0.316,0.363,-0.013,-0.078,-0.034,70.6,88.2,6.3,30.6,5.6,5.6,39.5,100.1359763,94.12901641,71.5,17.4,27.8,53.8,-5,27.1
 Mark Canha,592192,2023,34,435,507,114,77,25,1,11,79,49,15.6,9.7,0.262,0.4,0.355,0.755,62,158,1,11,0.248,0.381,0.333,0.323,0.345,0.133,0.339,0.326,0.014,0.019,0.01,67.8,87.9,13.1,30.9,4.7,6.6,36.7,98.95960762,93.63206294,58.9,11.3,18.3,41.6,-1,27.8
 Victor Caratini,605170,2023,29,201,226,52,41,4,0,7,45,19,19.9,8.4,0.259,0.383,0.327,0.71,25,71,1,1,0.258,0.377,0.312,0.31,0.327,0.119,0.347,0.344,0.001,0.006,0.002,72.1,91.3,10.8,23.3,5,3.8,44.7,101.5286345,95.04057195,65.8,15.1,21.1,45.3,,25
 Matt Carpenter,572761,2023,37,188,237,33,16,12,0,5,67,41,28.3,17.3,0.176,0.319,0.322,0.641,31,103,0,1,0.173,0.334,0.293,0.309,0.328,0.161,0.31,0.341,0.003,-0.015,-0.016,69.1,87,24.4,35.7,11.1,4.8,31,97.46153936,92.73076968,60.4,17.9,28.3,40.4,,25.3
 Zach Remillard,621545,2023,29,147,160,37,29,7,0,1,48,8,30,5,0.252,0.32,0.295,0.615,18,60,3,4,0.2,0.244,0.27,0.219,0.246,0.044,0.367,0.286,0.052,0.076,0.051,69.1,85.7,11.9,23.3,1,1,20.4,94.81570681,91.44449699,64.3,22.3,33.8,47.2,,28.4
 Gabriel Arias,672356,2023,23,315,345,66,41,15,0,10,113,28,32.8,8.1,0.21,0.352,0.275,0.627,26,153,4,3,0.23,0.407,0.276,0.304,0.294,0.177,0.369,0.418,-0.02,-0.055,-0.028,74.9,91.1,3.7,31,9.9,5.4,46.3,101.9318672,95.32213955,76.9,29.2,37.7,55.5,-2,28
 Kyle Lewis,641786,2023,27,51,54,8,5,2,0,1,21,3,38.9,5.6,0.157,0.255,0.204,0.459,2,15,0,0,0.182,0.265,0.204,0.22,0.228,0.083,0.297,0.326,-0.025,-0.01,-0.016,71,89.1,23.6,26.7,6.7,3.3,26.7,96.48490067,92.30520367,66.9,31.6,35.8,47.2,,25.8
 Jon Singleton,572138,2023,31,91,105,15,10,3,0,2,23,13,21.9,12.4,0.165,0.264,0.267,0.531,12,51,0,0,0.216,0.363,0.244,0.298,0.311,0.147,0.24,0.323,-0.051,-0.099,-0.054,71.6,88.9,17.5,27.5,5.8,8.7,43.5,99.12776486,93.78543087,64.4,13.6,22.3,42.4,,26
 Brenton Doyle,686668,2023,25,399,431,81,50,16,5,10,151,22,35,5.1,0.203,0.343,0.25,0.593,48,172,5,22,0.2,0.344,0.257,0.258,0.248,0.143,0.366,0.369,0.003,-0.001,-0.001,71.2,88.3,11.7,29.9,8.7,4.3,35,99.10770798,93.69302135,73.8,24.3,35.8,52.6,14,29.9
